indicator_data year,ISO Country code_,surface area (Km2)_,population_2017,population_2018,population_2019,population_2020,population_2021,,GINI index_varies by country,happy planet index_2016,happy planet index_2017,happy planet index_2018,happy planet index_2019,happy planet index_2020,human development index_2017,human development index_2018,human development index_2019,human development index_2020,human development index_2021,sustainable economic development assessment (SEDA)_2018,,GDP growth(annual %)_2017,GDP growth(annual %)_2018,GDP growth(annual %)_2019,GDP growth(annual %)_2020,GDP growth(annual %)_2021,GDP ($ USD billions PPP)_2018,GDP ($ USD billions PPP)_2019,GDP ($ USD billions PPP)_2020,GDP ($ USD billions PPP)_2021,GDP per capita in $ (PPP)_2018,GDP per capita in $ (PPP)_2019,GDP per capita in $ (PPP)_2020,GDP per capita in $ (PPP)_2021,Economic Growth_2018,Economic Growth_2021,,health expenditure % of GDP_2014,health expenditure % of GDP_2015,health expenditure % of GDP_2016,health expenditure % of GDP_2017,health expenditure % of GDP_2018,health expenditure % of GDP_2019,health expenditure % of GDP_2020,health expenditure % of GDP_2021,health expenditure per person_2015,health expenditure per person_2018,health expenditure per person_2019,infant mortality_2020,"maternal mortality per 100,000 live births_2017",,education expenditure% of GDP_2014,education expenditure% of GDP_2018,education expenditure% of GDP_2021,Education as % of GDP_2018,Education as % of GDP_2021,% of primary school aged kids out of school_2018,% of primary school aged kids out of school_2021,,unemployment (%)_2017,unemployment (%)_2018,unemployment (%)_2019,unemployment (%)_2020,unemployment (%)_2021,% of population in extreme poverty_2021,% of population with access to electricity_2020,,political rights score_2018,political rights score_2022,civil liberties score_2018,civil liberties score_2022,political stability and absence of violence_2017,political stability and absence of violence_2021,government effectiveness_2017,government effectiveness_2021,regulatory quality_2017,regulatory quality_2021,rule of law_2017,rule of law_2021,control of corruption_2017,control of corruption_2021,judicial effectiveness score_2018,judicial effectiveness score_2022,government integrity score_2018,government integrity score_2022,overall economic freedom score_2017,overall economic freedom score_2022,financial freedom score_2018,financial freedom score_2022,government expenditure (% of GDP)_2018,,CO2e emissions per capita_2015,CO2e emissions per capita_2016,CO2e emissions per capita_2017,CO2e emissions per capita_2018,CO2e emissions per capita_2019,share of electricity from renewables generation_2015,,% of seats held by women in national parliaments_2017,% of seats held by women in national parliaments_2018,% of seats held by women in national parliaments_2019,% of seats held by women in national parliaments_2020,% of seats held by women in national parliaments_2021,Military Spending as % of GDP_2017,Military Spending as % of GDP_2018,Military Spending as % of GDP_2019,Military Spending as % of GDP_2020,Military Spending as % of GDP_2021
Bosnia and Herzegovina,BIH,"34,40,027","34,00,129","33,60,711","33,18,407","32,70,943","51,187",,33.8,25.3,42.9,47.7,47.8,45.6,0.77,0.78,0.78,0.78,0.78,50.2,,3.17,2.8,2.83,7.1,7.55,47.8,49.2,47.6,51,14918.49,15711.24,15598.43,16846.46,3.74,7.1,,-,-,-,-,-,-,-,-,"1,102",539.9,553.8,2.2,10,,-,-,-,-,-,13.28,-,,20.53,25.8,15.69,15.27,15.22,-,100,,21,19,34,34,-0.38,-0.38,-0.48,-1.04,-0.15,-0.18,-0.21,-0.28,-0.52,-0.64,43.7,37.2,28.4,33.4,61.4,63.4,60,60,44.1,,5.57,6.42,6.59,6.65,6.38,0.37,,21.4,21.43,21,26.2,26.19,156.3,172.1,165.4,167.5,192.2
Botswana,BWA,"24,01,840","24,51,409","24,99,702","25,46,402","25,88,423","5,66,730",,60.5,16.6,31.5,31.5,31.9,-,0.72,0.72,0.72,0.71,0.69,44.1,,4.11,-0.3,3.03,11.36,11.37,36.6,37.8,34.5,38.4,16609.96,17096.79,15471.09,17603.73,3.98,11.36,,-,7.81,7.97,7.3,6.72,6.91,8.74,8.74,970,494.2,481.5,77.5,144,,-,6.72,8.74,6.72,8.74,-,-,,21.57,18.4,22.61,24.93,24.72,-,71.99,,28,28,44,44,1.03,0.98,0.43,0.35,0.46,0.61,0.51,0.48,0.8,0.69,54.7,70.1,56.6,61.4,69.9,64.8,70,70,34.9,,3.01,2.82,3.05,2.98,3.15,0,,9.5,9.52,11,10.8,10.77,522.4,498.1,514.7,499,517.8
Brazil,BRA,"20,85,04,960","21,01,66,592","21,17,82,878","21,31,96,304","21,43,26,223","83,58,140",,49,34.3,53,52.4,54.6,51.3,0.76,0.76,0.77,0.76,0.75,51.6,,1.32,-3.8,1.22,4.62,4.62,"3,072.50","3,110.10","2,989.40","3,127.50",15018.68,15358.09,14834.19,16056.02,1.78,4.62,,5.95,6.24,6.31,6.32,6.09,-,-,6.09,"1,392",866.2,853.4,11.4,60,,5.95,6.09,-,6.09,-,0.52,-,,12.82,11.5,11.93,13.69,14.4,0.7,100,,31,31,47,42,-0.41,-0.49,-0.29,-0.46,-0.11,-0.11,-0.28,-0.28,-0.53,-0.48,55.5,57.2,31.4,40,51.4,53.3,50,50,40.5,,2.37,2.16,2.19,2.06,2.06,0.75,,10.7,15.01,15,14.6,15.2,29261.8,28177.4,25906.9,19591.2,19187.1
Brunei,BRN,"4,30,276","4,34,274","4,38,048","4,41,725","4,45,373","5,265",,-,-,-,-,-,-,0.85,0.83,0.83,0.83,0.83,72.5,,1.33,-0.2,3.87,-1.61,-1.59,25.9,26.9,27.2,26.8,61831.89,64718.83,65607.35,66619.87,0.05,-1.61,,3.35,-,4.43,-,-,-,-,-,"2,083",763.1,671.6,23.2,10,,3.35,-,-,-,-,0.77,1.68,,9.32,2,6.92,7.68,7.65,-,100,,6,7,22,21,1.19,1.17,1.14,1.45,0.72,0.99,0.65,0.89,0.71,1.25,57.1,51.6,45.4,61.1,64.2,64.8,50,50,37.5,,15.19,16.36,16.94,17.36,16.13,0,,9.1,9.09,9,9.1,9.09,346.7,357.7,414.7,436.5,453.3
Bulgaria,BGR,"70,75,947","70,25,037","69,75,761","69,34,015","68,77,743","1,08,489",,40.2,20.4,40.9,40.6,40.1,43.7,0.81,0.81,0.81,0.8,0.8,59.9,,2.76,3,4.04,4.18,7.63,156,162.3,155.2,161.7,23016.09,24497.63,24564.44,26705.44,2.68,4.18,,-,-,-,4.08,-,-,-,-,"1,492",689.9,697.9,5.8,320,,-,-,-,-,-,13.3,-,,6.16,8,4.23,5.12,5.42,0.3,99.7,,33,33,47,46,0.37,0.46,0.26,-0.14,0.63,0.45,-0.04,-0.04,-0.16,-0.24,42.5,61.1,38.2,45.6,68.3,71,60,60,36.3,,6.21,5.83,6.2,5.82,5.61,0.19,,23.8,23.75,26,26.7,23.75,720,961.3,2158.6,1074.1,1216.6
Burkina Faso,BFA,"1,98,35,858","2,03,92,723","2,09,51,639","2,15,22,626","2,21,00,683","2,73,800",,39.5,17.9,40.2,42.3,41.5,-,0.42,0.45,0.45,0.45,0.45,33.4,,6.2,4,5.69,6.91,6.91,41.8,44.2,45.1,48.2,2168.41,2267.32,2273.83,2461.94,6.6,6.91,,4.05,3.67,-,5.63,5.49,5.7,5.52,5.52,96,40.3,42.3,24.3,548,,4.56,5.49,5.52,5.49,5.52,20.66,24.5,,4.56,3,4.69,4.89,4.76,8.4,18.96,,23,23,37,30,-0.92,-1.64,-0.59,-0.73,-0.44,-0.47,-0.4,-0.44,-0.11,-0.06,47.1,36.3,31.8,41.4,60,58.3,40,40,23.3,,0.2,0.19,0.22,0.23,0.25,0.1,,11,11.02,13,6.3,6.3,191.1,305.8,357.9,382.5,458.3
Burundi,BDI,"1,11,55,593","1,14,93,472","1,18,74,838","1,22,20,227","1,25,51,213","25,680",,42.4,15.6,35.7,37.4,37.7,-,0.42,0.43,0.43,0.43,0.43,28.3,,0.5,-4.1,1.81,1.8,1.8,8.5,8.7,8.7,8.8,779.72,783.16,771.1,793.24,1.61,1.8,,6.78,6.37,4.69,4.76,5.08,5.35,5.04,5.04,64,22.4,20.6,3.4,-,,-,5.08,5.04,5.08,5.04,6.39,10.11,,1.59,1.6,1.59,1.71,1.79,-,11.74,,4,4,14,10,-1.97,-1.36,-1.34,-1.33,-0.84,-0.98,-1.4,-1.29,-1.28,-1.58,21.7,7.1,26.2,12.2,50.9,39.4,30,30,26.7,,0.04,0.04,0.05,0.06,0.06,0.87,,36.4,36.36,36,38.2,38.21,63.9,65.4,84.7,67.5,68.4
Cabo Verde,CPV,"5,64,954","5,71,202","5,77,030","5,82,640","5,87,925","4,033",,-,-,-,-,-,-,0.65,0.67,0.68,0.66,0.66,-,,3.7,1.8,5.67,6.95,6.95,3.7,3.9,3.4,3.6,7028.17,7474.51,6376.12,7028.05,4.53,6.95,,4.96,5.27,5.29,5.18,5.37,4.73,7.58,7.58,310,190.5,177.9,6.7,58,,4.96,5.37,7.58,5.37,7.58,6.45,-,,12.24,10.5,12.22,15.31,-,-,94.16,,37,38,53,54,0.9,-,0.16,-,-0.2,-,0.41,-,0.84,-,52,77.4,42.8,60.9,60,66.7,60,60,30.8,,0.91,0.98,1.04,1.07,1.18,0.31,,23.6,23.61,24,25,38.89,-,-,-,-,-
Cambodia,KHM,"1,58,30,689","1,60,25,238","1,62,07,746","1,63,96,860","1,65,89,023","1,76,515",,37.9,25.6,45.2,48.6,48,-,0.58,0.59,0.6,0.6,0.59,38.5,,7,6.9,7.05,3.03,3.03,67.6,72.4,70.1,72.2,4258.71,4574.03,4423.47,4683,7.47,3.03,,1.91,2.6,2.8,3.2,2.16,-,-,2.16,210,92.9,113.3,39.2,160,,1.9,2.16,-,2.16,-,9.31,10.85,,0.14,0.3,0.15,0.33,15.42,-,86.4,,10,5,20,19,0.17,-0.13,-0.66,-0.42,-0.5,-0.64,-1.06,-0.9,-1.29,-1.18,24.5,20.9,17.7,12.3,58.7,57.1,50,50,21.2,,0.55,0.71,0.8,0.91,0.98,0.48,,20.3,20,20,20,21.6,458.3,543.2,595.4,647,643.4
Cameroon,CMR,"2,43,93,181","2,50,76,747","2,57,82,341","2,64,91,087","2,71,98,628","4,72,710",,44.6,16.7,40.2,41.5,39.9,42.2,0.56,0.58,0.58,0.58,0.58,32.1,,3.54,5.9,3.48,3.49,3.65,93.6,96.9,97.3,100.7,3800.53,3900.82,3867.2,4064.47,3.96,3.49,,2.58,2.66,2.56,3.06,3.03,3.08,3.17,3.17,163,53.2,54,63.8,529,,-,3.03,3.17,3.03,3.17,-,-,,3.6,4.5,3.64,3.84,0.61,-,64.72,,9,6,13,9,-1.08,-1.41,-0.82,-0.88,-0.82,-0.92,-1.02,-1.1,-1.18,-1.09,29.4,10.9,23.4,19.9,51.9,52.9,50,50,21.6,,0.37,0.38,0.38,0.38,0.36,0.77,,31.1,31.11,31,33.9,33.89,408.2,429.9,422.3,393.3,443.3
Canada,CAN,"3,65,45,236","3,70,65,084","3,76,01,230","3,80,37,204","3,82,46,108","90,93,507",,32.1,23.9,41.8,40.5,40.2,42,0.93,0.93,0.94,0.93,0.94,76.9,,3.04,1.2,1.88,4.56,4.54,"1,814.80","1,848.90","1,752.20","1,832.10",49992.76,49299.21,46572.14,52085.04,2.78,4.56,,-,-,-,-,-,-,-,-,"4,600",5018.7,5048.4,3.9,10,,-,-,-,-,-,0.21,-,,6.34,7.1,5.66,9.46,3.87,-,100,,40,40,59,58,1.11,0.94,1.85,1.6,1.89,1.62,1.8,1.63,1.92,1.65,77.1,96.4,78.3,86.7,77.7,76.6,80,80,39.9,,15.65,15.42,15.54,15.65,15.43,0.65,,26.3,26.95,29,29,30.47,22269.7,22729.3,22394.9,23281.3,26449.2
Central African Republic,CAF,"49,96,741","50,94,780","52,09,324","53,43,020","54,57,154","6,22,984",,43.6,-,26.9,-,25.2,-,0.37,0.41,0.41,0.41,0.4,16.1,,4.53,4.3,3.1,0.9,0.9,4.4,4.5,4.5,4.6,955.4,985.99,989.22,1020.53,3.79,0.9,,2.22,1.91,1.75,1.75,1.57,1.77,2.17,2.17,32,53.7,37.2,4.4,829,,-,1.57,2.17,1.57,2.17,-,-,,5.65,6.9,5.62,6.36,7.51,-,15.47,,4,3,5,4,-1.94,-2.1,-1.77,-1.64,-1.48,-1.49,-1.73,-1.67,-1.17,-1.23,28.2,12.3,24.6,18.3,49.2,45.7,30,30,13.4,,0.04,0.04,0.04,0.05,0.05,0.86,,8.6,8.57,9,8.6,12.86,27.5,30.5,40.8,44.3,43.2
Chad,TCD,"1,50,85,884","1,56,04,210","1,61,26,866","1,66,44,701","1,71,79,740","12,59,200",,43.3,12.8,31.8,31.5,30.4,-,0.4,0.4,0.4,0.4,0.39,20.4,,-2.99,1.8,3.25,-1.2,-1.2,24.4,25.2,24.8,24.5,1613.98,1646.29,1591.67,1590.55,2.37,-1.2,,2.6,2.4,2.3,2.45,2.26,2.37,2.91,2.91,100,29.7,29.9,11.6,1140,,-,2.26,2.91,2.26,2.91,25.72,-,,1.12,5.8,1.12,1.74,1.88,8.4,11.08,,4,1,14,14,-1.34,-1.34,-1.46,-1.42,-1.21,-1.15,-1.3,-1.33,-1.43,-1.48,24.1,13.6,23.1,13.1,49.3,49.8,40,40,17.7,,0.17,0.15,0.14,0.14,0.14,-,,12.8,15.25,15,15.4,32.26,219.1,253.2,234.7,322.9,331
Chile,CHL,"1,83,68,577","1,87,01,450","1,90,39,485","1,93,00,315","1,94,93,184","7,43,812",,50.5,31.7,48.6,48.7,45.6,47.3,0.84,0.86,0.86,0.85,0.86,62.6,,1.36,2.1,0.77,11.67,11.67,468.9,472.5,444.2,496.1,25526.71,25322.71,25089.03,29104.06,3.99,11.67,,4.73,4.88,5.34,5.42,5.43,-,-,5.43,"1,903",1455.1,1375.8,5.5,13,,4.72,5.43,-,5.43,-,1.28,-,,6.96,6.6,7.29,11.18,9.13,0.4,100,,37,38,57,56,0.38,0.06,0.85,0.63,1.34,0.95,1.01,0.91,1.04,0.98,63.4,91.4,61.2,71.4,75.2,74.4,70,70,25,,4.6,4.78,4.74,4.63,4.82,0.45,,15.8,22.58,23,22.6,35.48,5370,5545.8,5182.2,5286.2,6230.4
China,CHN,"1,39,62,15,000","1,40,27,60,000","1,40,77,45,000","1,41,11,00,000","1,41,23,60,000","93,26,410",,46.5,25.7,41.7,41.8,41.9,45.6,0.75,0.76,0.76,0.76,0.77,50.8,,6.95,6.9,5.95,8.11,8.11,"21,229.40","22,492.60","22,996.40","24,861.30",15495.55,16652.1,17189.28,19338.23,6.75,8.11,,3.73,3.82,3.79,3.67,3.54,3.54,3.57,3.57,762,501.1,535.1,57.9,29,,-,3.54,3.57,3.54,3.57,-,-,,4.44,4.6,4.52,5,4.82,0.1,100,,0,-2,14,11,-0.25,-0.48,0.42,0.84,-0.15,-0.31,-0.26,0.04,-0.27,0.05,65.4,37.4,47.3,39.3,57.8,48,20,20,30.7,,7.15,7.12,7.23,7.49,7.61,0.25,,24.2,24.9,25,24.9,24.94,210443,232530.6,240332.6,257973.4,293351.9
Colombia,COL,"4,83,51,671","4,92,76,961","5,01,87,406","5,09,30,662","5,15,16,562","10,38,700",,51.1,40.7,58.7,57.5,60.2,55.8,0.84,0.76,0.77,0.76,0.75,49.1,,1.36,3.1,3.19,10.56,10.68,710.9,733.5,681.8,753.9,15044.06,15673.09,14868.47,16893.82,2.56,10.56,,4.63,4.47,4.48,4.54,4.45,4.51,4.93,4.93,853,513.2,495.3,47.2,83,,4.67,4.45,4.93,4.45,4.93,2.28,1.21,,8.87,9.9,9.96,15.04,14.34,5.6,100,,29,29,36,35,-0.79,-0.91,-0.07,-0.01,0.34,0.22,-0.36,-0.45,-0.37,-0.34,36.4,59.1,33.4,42,68.9,65.1,70,70,29.2,,1.7,1.74,1.55,1.59,1.61,0.69,,18.7,18.13,19,18.3,18.82,10018,10134.7,10167.5,9554.1,10180.1
Comoros,COM,"7,61,664","7,76,313","7,90,986","8,06,166","8,21,625","2,235",,55.9,23.1,-,38.1,42.4,-,0.75,0.56,0.56,0.56,0.56,-,,3.82,1,1.76,2.35,2.11,2.6,2.6,2.6,2.7,3146.53,3188.08,3147.86,3284.4,3.64,2.35,,2.74,2.55,-,-,-,-,-,-,121,69.4,72.3,12.2,273,,4.86,-,-,-,-,18.15,-,,8.09,20,8.08,9.22,9.45,-,86.74,,24,16,31,26,0.03,-0.23,-1.57,-1.79,-1.04,-1.25,-1.05,-1.22,-0.68,-1.29,28.2,21.2,27.5,20.1,56.2,50.4,30,30,27.2,,0.26,0.29,0.37,0.39,0.38,0.04,,6.1,6.06,6,16.7,16.67,-,-,-,-,-
Congo (Dem. Rep.),COD,"8,42,83,273","8,70,87,355","8,99,06,890","9,28,53,164","9,58,94,118","22,67,048",,42.1,-,44.6,48.8,40.5,-,0.46,0.58,0.57,0.57,0.48,24.8,,3.73,7.7,4.38,5.71,6.2,91.3,95.3,96.9,102.5,1111.84,1144.29,1141.73,1218.77,5.82,5.71,,1.95,2.17,2.12,1.45,-,-,2.45,2.7,34,18.5,20.6,33,473,,-,-,2.7,-,2.7,-,-,,4.47,3.6,4.45,5.27,5.43,-,19.1,,2,2,19,15,-2.3,-1.61,-1.63,-1.72,-1.47,-1.42,-1.69,-1.7,-1.42,-1.55,23.9,13.2,27.3,11.8,52.1,47.6,20,20,13.2,,0.04,0.03,0.03,0.04,0.04,0.55,,8.9,8.94,10,12.8,12.8,295.2,295.3,352.7,362.1,306.1
Congo (Rep.),COG,"53,12,340","54,41,062","55,70,733","57,02,174","58,35,806","3,41,500",,48.9,18.8,39.4,-,47.2,-,0.61,0.48,0.48,0.48,0.57,32.7,,-4.38,2.5,-0.09,-3.5,-2.2,20.6,20.6,19.3,18.6,4022.28,3987.16,3689.11,3616.86,-4.81,-3.5,,3.18,3.28,5.24,4.45,3,3.58,4.45,4.45,203,49.5,48.6,11.4,378,,-,3,4.45,3,4.45,15.63,-,,20.56,11.2,20.62,22.84,23.01,-,49.52,,4,4,13,15,-0.53,-0.61,-1.19,-1.55,-1.33,-1.35,-1.1,-1.14,-1.33,-1.37,28.2,14.9,24.6,13.4,38.9,48.5,30,30,47.1,,1.12,1.06,1.02,1.19,1.35,1,,11.3,11.26,11,11.3,11.26,371.9,292.3,300,298.4,313.1
Costa Rica,CRI,"49,93,842","50,40,734","50,84,532","51,23,105","51,53,957","51,060",,48.5,44.7,64.2,63.3,62.1,-,0.79,0.81,0.82,0.82,0.81,58.9,,4.16,3.7,2.42,7.58,7.58,103.4,105.9,101.6,109.3,21319.04,22632.44,22243.8,23387.13,2.62,7.58,,6.68,6.87,6.89,7.07,6.77,6.8,6.71,6.71,"1,286",909.7,921.6,14,27,,6.86,6.77,6.71,6.77,6.8,0.12,0.07,,8.14,9,11.49,17.41,17.95,0.9,99.9,,38,38,53,53,0.51,0.87,0.25,0.26,0.45,0.46,0.45,0.45,0.47,0.5,57.8,78.4,51.8,63.1,65.6,65.4,50,50,19.3,,1.54,1.63,1.65,1.66,1.63,0.99,,35.1,45.61,46,45.6,45.61,0,0,0,0,0
Cote d'Ivoire,CIV,"2,48,48,016","2,54,93,988","2,61,47,551","2,68,11,790","2,74,78,249","3,18,003",,41.5,14.4,38,39.1,39.6,39.4,0.79,0.54,0.55,0.55,0.55,30.5,,7.36,8.6,6.23,7.02,7.04,126.2,134,136.7,146.3,5153.73,5432.55,5465.07,5939.76,6.89,7.02,,3.31,3.49,3.97,3.8,3.24,3.72,3.44,3.44,190,72.2,75.1,48.3,617,,4.58,3.24,3.44,3.24,3.44,6.18,3.34,,3.27,9.3,3.32,3.49,3.47,2.4,69.68,,19,19,32,30,-1.09,-0.95,-0.74,-0.5,-0.36,-0.26,-0.63,-0.63,-0.52,-0.37,44.2,30,36.6,33.8,62,61.6,50,50,22.6,,0.42,0.4,0.42,0.4,0.42,-,,10.6,10.59,11,11.4,14.17,501.6,607.8,536,607.2,637.7
Croatia,HRV,"41,24,531","40,87,843","40,65,253","40,47,680","38,99,000","55,974",,30.8,30.2,44.2,45.5,46.2,52,0.83,0.86,0.86,0.86,0.86,64.5,,3.41,1.6,3.42,10.45,13.07,115.2,119.3,109.6,121.1,28877.24,30543.93,28780.32,33800.55,2.9,10.45,,-,-,-,3.85,3.91,-,-,-,"1,656",1014.2,1040.1,46.7,8,,-,3.91,-,3.91,-,1.62,-,,11.21,13.5,6.62,7.51,8.68,0.2,100,,37,36,49,49,0.75,0.71,0.58,0.59,0.42,0.5,0.33,0.3,0.19,0.06,56.5,69.9,40.5,50,61,67.6,60,60,47.4,,3.95,4.04,4.22,4.02,4.06,0.69,,18.5,18.54,21,31.1,31.13,920.8,966.4,1001.8,1013,1739.8
Cuba,CUB,"1,13,36,405","1,13,28,244","1,13,16,697","1,13,00,698","1,12,56,372","1,09,820",,-,-,-,-,-,-,0.78,0.78,0.79,0.78,0.76,-,,1.81,4.3,-0.16,-10.95,1.25,0,0,0,0,-,-,-,-,2.25,-10.95,,-,-,-,-,-,-,-,-,-,986.9,1031.9,-,36,,-,-,-,-,-,2.16,0.2,,1.7,2.9,1.74,2.62,2.76,-,100,,1,1,13,11,0.69,0.43,-0.2,-0.22,-1.33,-1.44,-0.43,-0.4,0.27,-0.01,10,15.6,38.1,39.9,31.9,29.5,10,10,62.4,,2.58,2.4,2.31,2.36,2.29,0.04,,48.9,53.22,53,53.2,53.41,122.6,128.6,-,-,-
Cyprus,CYP,"12,08,523","12,18,831","12,28,836","12,37,537","12,44,188","9,241",,34.8,30.7,49.5,50.5,49.4,52.7,0.87,0.89,0.9,0.89,0.9,65.9,,5.73,1.6,5.53,5.51,6.64,34.8,36.6,34.8,36.7,40559.13,42338.88,39593.43,42556.11,5.69,5.51,,6.44,6.33,6.15,5.72,-,-,-,-,"2,137",1981.8,1996.5,2.3,6,,-,-,-,-,-,0.58,-,,11.05,11.7,7.07,7.59,6.13,0.2,100,,38,38,56,55,0.6,0.44,0.92,0.74,1.03,0.86,0.88,0.64,0.78,0.39,56.7,90.9,41.3,62.9,67.8,72.9,60,60,39.6,,5.77,6.03,6.09,5.91,6,0.09,,17.9,17.86,18,19.6,14.29,359.1,450.4,463.6,483.4,517.5
Czech Republic,CZE,"1,05,94,438","1,06,29,928","1,06,71,870","1,06,97,858","1,05,05,772","77,247",,-,27.3,45.7,46.9,46.8,48.6,0.89,0.89,0.9,0.89,0.89,71.1,,5.17,4.2,3.03,3.34,3.54,424.5,437.3,412,425.8,41135.49,42847,41608.03,44260.86,3.2,3.34,,3.97,5.75,5.55,3.81,4.27,-,-,4.27,"2,470",1765.6,1844.2,3.1,3,,-,4.27,-,4.27,4.27,0.41,-,,2.89,4,2.01,2.55,2.89,-,100,,37,36,56,55,1.02,0.96,1.02,1.11,1.23,1.35,1.12,1.13,0.57,0.64,57.9,81.8,51.1,59.6,74.2,74.4,80,80,41.4,,9.4,9.63,9.61,9.49,9.02,0.12,,20,22,23,22.5,25,2077.7,2710,2910.3,3252.5,3935.6
Denmark,DNK,"57,64,980","57,93,636","58,14,422","58,31,404","58,56,733","42,434",,29,32.7,45.4,45.2,45.3,47.7,0.93,0.94,0.95,0.95,0.95,82,,2.82,1.2,1.49,4.69,4.86,325.5,332.4,325.5,340.8,57482.96,58700.97,60229.91,64651.22,1.99,4.69,,7.63,-,-,7.75,6.79,-,-,6.79,"5,083",6216.8,6003.3,27.9,4,,-,6.79,-,6.79,6.79,0.6,-,,5.83,6.1,5.02,5.64,4.8,0.2,100,,40,40,57,57,0.87,0.95,1.8,2,1.62,1.81,1.86,1.94,2.19,2.37,83.6,89.6,84.1,99.5,76.6,78,80,80,54.6,,5.93,6.17,5.75,5.72,5.11,0.69,,37.4,37.43,39,39.7,39.66,3764,4558.7,4556.8,4980.4,5391.2
Djibouti,DJI,"10,40,233","10,57,198","10,73,994","10,90,156","11,05,557","23,180",,40.9,16.4,-,-,-,-,0.48,0.51,0.51,0.51,0.51,-,,5.46,6.5,5.55,4.31,4.81,4.9,5.1,5.2,5.4,5180.6,5482.01,5532.68,5925.8,4.77,4.31,,-,3.59,3.92,3.75,3.63,-,-,3.63,147,71.1,61.8,31.7,248,,-,3.63,-,3.63,3.63,37.89,33.48,,26.06,6.6,26.36,28.39,28.39,-,61.77,,7,5,19,19,-0.71,-0.71,-1.03,-0.8,-0.64,-0.87,-0.91,-1.01,-0.64,-0.78,13.8,28.3,29,24.5,45.1,55.3,50,50,49.3,,0.46,0.41,0.4,0.38,0.43,-,,10.8,26.15,26,26.2,26.15,-,-,-,-,-
Dominican Republic,DOM,"1,06,47,244","1,07,65,531","1,08,81,882","1,09,99,664","1,11,17,873","48,320",,47.1,30.3,53.1,51.4,54.8,49.3,0.74,0.76,0.77,0.76,0.77,48.1,,4.67,7,5.05,12.27,12.27,188.2,197.7,184.4,207.1,18134.93,19190.01,17934.19,20769.18,6.98,12.27,,3.96,3.82,3.85,3.92,3.93,4.04,4.62,4.62,873,461.5,491.1,19.5,95,,-,5.57,4.7,3.93,4.62,5.67,4.11,,5.83,14.4,6.36,6.13,8.5,0.4,100,,26,27,41,41,0.16,0.14,-0.35,0.03,-0.08,0.09,-0.42,-0.1,-0.74,-0.57,23.1,55.9,26.2,30.8,61.6,63,40,40,17.7,,2.27,2.34,2.21,2.35,2.54,0.12,,26.8,26.84,27,27.9,27.89,533.1,593.7,613.3,599.1,581.6
Ecuador,ECU,"1,66,96,944","1,70,15,672","1,73,43,740","1,75,88,595","1,77,97,737","2,76,841",,45.9,37,57.5,60.2,58.8,55,0.75,0.76,0.76,0.73,0.74,48.1,,2.37,1.3,0.01,4.24,4.24,197.5,197.5,182.2,189.9,11837.96,11850.49,10890.46,11661.19,1.29,4.24,,5.26,5,4.36,4.61,4.62,4.23,4.13,4.13,980,495.2,486.5,16.6,59,,-,4.62,4.13,4.62,4.13,1.31,1.38,,3.84,5.4,3.81,6.11,6.43,2.1,98.85,,25,31,35,40,-0.1,-0.27,-0.32,-0.21,-1,-0.7,-0.7,-0.34,-0.6,-0.57,23.3,47.3,30.2,37.2,48.5,54.3,40,40,39.8,,2.56,2.42,2.31,2.36,2.26,0.54,,38,37.96,38,39.4,39.42,2462.7,2549.4,2346,2356.3,2417
Egypt,EGY,"10,17,89,386","10,37,40,765","10,56,18,671","10,74,65,134","10,92,62,178","9,95,450",,31.8,23.8,39.9,40.6,43.2,44.6,0.7,0.73,0.74,0.73,0.73,43.1,,4.18,4.2,5.56,3.33,3.33,"1,118.70","1,180.90","1,223.00","1,263.70",11637.88,12259.72,12605.98,13316.24,5.31,3.33,,4.25,3.93,4.05,-,-,2.61,2.48,2.48,495,125.5,149.8,3.1,37,,-,-,2.48,-,2.48,0.65,-,,11.74,12,7.84,9.17,9.33,-,100,,10,6,16,12,-1.42,-1.02,-0.62,-0.43,-0.86,-0.51,-0.53,-0.24,-0.54,-0.68,52.5,22.1,32.2,28.7,53.4,49.1,50,50,34.1,,2.32,2.32,2.38,2.39,2.48,0.09,,14.9,14.93,15,27.4,27.7,-,-,-,-,-
El Salvador,SLV,"62,66,654","62,76,342","62,80,217","62,92,731","63,14,167","20,721",,36,35.6,56,55.1,56.3,50.5,0.67,0.68,0.68,0.67,0.68,47.2,,2.25,2.4,2.44,10.8,10.28,55.3,56.6,51.8,57.4,8821.52,9146.51,8419.8,9668.73,2.43,10.8,,3.82,3.91,3.83,3.73,3.61,3.39,-,3.39,578,288.5,300.1,1.6,46,,3.45,3.61,3.39,3.61,3.39,-,-,,4.39,6.3,4.17,6.25,5.94,0.3,100,,34,26,36,33,-0.25,-0.21,-0.37,-0.31,-0.15,-0.34,-0.86,-0.85,-0.51,-0.53,35.4,46.8,25.2,36.1,63.2,59.6,60,60,21.3,,1.12,1.15,1.02,1.09,1.21,0.58,,32.1,30.95,31,33.3,27.38,-,-,-,-,-
